AT,SR,RH,WV,AP
0.017631152,-1.025546117,0.580702068,0,0.857174774
-0.031377474,-0.971108418,0.609540708,0,0.576540717
-0.165852363,-0.938412344,0.776660627,0,0.609949533
-0.169737193,-0.375857032,0.83556355,0,0.825675033
-0.127900561,0.63287424,0.775290792,0,1.387897686
-0.047514461,0.620437672,0.79908267,0,2.094255518
-0.305706247,-0.0458348,0.461814774,0,3.06788388
-0.307798078,-0.221922903,0.345811344,0,3.57951604
0.648168963,-0.290077004,-0.786826248,0,3.403881119
0.881856436,0.15056338,-0.749047629,0,2.915157863
0.843605801,-0.434885019,-0.51595932,0,2.261299599
-0.557921371,-1.033077301,0.383229479,0,0.636676586
-0.644881799,-1.012946167,0.451216573,0,0.23958894
-0.60722883,-0.557881388,0.4039933,0,0.039136042
-0.394459673,0.613458879,0.369819512,0,-0.072544858
-0.314970072,0.921280457,0.488995192,0,0.058226794
-0.33409539,1.456756961,0.610477964,0,0.278724982
-0.013148656,2.556340918,0.427713082,0,0.90299258
0.922796569,1.512649549,-0.649554321,0,1.340170805
1.335186228,1.677954365,-0.924963334,0,1.583577896
1.430215149,0.374040367,-0.985740768,0,1.711485936
1.896394763,0.136469641,-1.478016356,0,1.215126378
1.978872695,-0.788496661,-1.481909572,0,0.464859816
0.0406413,-1.033077301,0.691947122,0,0.234816252
-0.174817355,-0.980359015,0.769955644,0,-0.277770445
-0.159875701,-0.70148737,0.745659089,0,-0.420951086
-0.161071033,0.191658125,0.617327141,0,-0.43526915
-0.141646883,0.066549446,0.593823649,0,-0.293043046
-0.18975901,0.164303122,0.676230063,0,0.011454451
0.051399291,0.290438781,0.543356029,0,0.413314785
0.764116201,-0.243734549,-0.321947369,0,0.927810557
0.80953883,1.093606857,-0.483876333,0,1.245671582
1.006768666,1.020372319,-0.630953398,0,1.093900102
1.440076641,1.013930356,-0.980261427,0,0.626176673
1.359391708,0.038564251,-0.860436877,0,-0.103090062
-0.198724002,-1.033077301,0.587983824,0,0.477268805
-0.263271949,-0.999922198,0.60038444,0,-0.17563492
-0.582724517,-0.640666058,0.729509451,0,-0.591813319
-0.530129894,-0.1358978,0.714657551,0,-0.47154158
-0.453030958,0.941127616,0.556910189,0,-0.438132763
-0.749772212,0.509947892,0.631025495,0,-0.092590148
-0.33021056,0.1804197,0.351218589,0,0.463905279
0.148520044,0.666496152,0.220579549,0,1.071945737
0.955668209,-0.141056038,-0.54883537,0,1.175990336
1.076994441,-0.340924165,-0.523962043,0,1.174081261
0.926083733,0.770761812,-0.327066228,0,0.838084022
1.380608857,0.184403136,-1.096697436,0,0.203316511
-0.000896499,-1.033077301,0.80333637,0,-0.062999482
0.004482496,-0.987361148,0.760583086,0,-0.470587042
-0.059168951,-0.770917415,0.739098299,0,-0.702539681
-0.048709793,-0.639790792,0.693244861,0,-0.764584626
-0.031676307,0.116630262,0.61076635,0,-0.655767338
-0.066340945,-0.271999829,0.606801037,0,-0.437178226
0.004183663,0.289396241,0.729437354,0,0.269179606
0.170932525,0.028632892,0.674932324,0,0.963128449
0.610217161,1.639590452,0.093977919,0,1.329670892
0.785632183,0.388632036,-0.006236356,0,1.355443407
1.015733659,-0.375806461,-0.193759613,0,0.9669466
1.09910809,-0.75334984,-0.526485424,0,0.280634058
-0.18497768,-1.033077301,0.8387358,0,-0.193771135
-0.24593963,-1.009091103,0.844503528,0,-0.885810903
-0.328716394,-0.633154325,0.863176548,0,-1.091036489
-0.611711327,-0.113339259,0.8387358,0,-1.037582383
-0.623365817,0.630509074,0.863753321,0,-0.878174602
-0.594677841,1.399658451,0.897638723,0,-0.273952294
-0.271938108,1.04345991,0.809032001,0,0.209043737
0.290166926,0.921926209,0.010706345,0,0.682494392
0.674466275,1.183708758,-0.366935648,0,0.808493356
1.412583997,0.851729819,-0.86461848,0,0.41140571
1.258386125,0.288081396,-0.644074979,0,0.236725327
1.665097954,-0.16261094,-1.069517018,0,-0.544086438
-1.053984294,-1.033077301,0.374289501,0,-0.980310126
-1.135565726,-0.986124105,0.449774641,0,-1.575941595
-1.084166436,-0.628637949,0.591516558,0,-1.805030622
-0.785034517,0.818356871,0.49159067,0,-1.883302706
-0.666696615,1.367860984,0.519203668,0,-1.830803137
-0.710625078,2.222105735,0.600817019,0,-1.44230633
-0.286580929,1.57190705,0.4145915,0,-0.963128449
0.745588549,1.562652563,-0.560731309,0,-0.620449447
1.266753451,0.856553511,-1.048609004,0,-0.430496462
1.717991411,1.124346224,-1.295611957,0,-0.644312887
1.639697142,0.058819868,-1.267782669,0,-0.904901655
2.073005117,-0.625424747,-1.744413294,0,-1.589305122
0.024504313,-1.033077301,0.741982163,0,-1.739167526
-0.016734653,-0.974473332,0.685818911,0,-2.090437367
-0.214562156,-0.649360374,0.717901898,0,-2.435025445
-0.242951299,0.314440539,0.5884885,0,-2.41307108
-0.41448149,0.259034211,0.5163919,0,-2.437889057
-0.760829037,0.316642321,0.444872073,0,-2.011210746
-0.430319644,2.087096817,0.227572919,0,-1.405079363
0.619182154,-0.581711983,-0.352948907,0,-0.941174084
1.104487085,0.775110915,-0.847099006,0,-0.737857573
1.128991398,0.826269282,-0.721290438,0,-0.765539164
1.674959446,-0.24325996,-1.348675055,0,-1.178853949
1.324428237,-0.288365371,-1.02070762,0,-1.61794125
-0.091144091,-1.03303062,0.441844015,0,-1.384079535
-0.16943836,-1.007772368,0.422882609,0,-1.913847909
-0.192149674,-0.558052551,0.730735093,0,-2.175391215
-0.179299852,-0.419632038,0.831381947,0,-2.021710659
-0.22083765,0.10500672,0.854813342,0,-1.623668476
-0.228906144,1.26081003,0.876730709,0,-1.310580139
0.026894978,0.498880631,0.513940616,0,-0.812311507
0.315268906,1.15084152,-0.030388717,0,-0.186134834
0.778161356,2.190004842,-0.664766704,0,0.031499741
1.342059389,0.287727399,-0.951855366,0,-0.14795333
1.300820423,0.134641306,-0.724678979,0,-0.527859299
1.668086285,-0.752066115,-1.403756857,0,-1.231353518
0.152404874,-1.033077301,-0.087705514,0,-1.241853431
0.165254696,-0.970840003,-0.488490516,0,-1.699076947
0.09682192,-0.705813132,-0.320144954,0,-1.852757502
-0.005677829,-0.360518469,0.171409667,0,-1.864211953
-0.147623544,-0.152807953,0.637586285,0,-1.497669511
0.010757991,0.515032219,0.274075226,0,-1.195081088
0.153899039,0.85703199,0.207457968,0,-0.694903381
0.42314765,1.286830737,0.067157983,0,-0.154635093
0.643387634,0.887211186,-0.134496208,0,0.380860507
0.873190277,0.345572804,-0.402767658,0,0.373224206
1.249719965,-0.222996563,-1.153221171,0,0.053454106
1.515681411,-0.441081907,-1.46922057,0,-0.474405192
-0.967621532,-1.033077301,0.55265649,0,-0.896310816
-0.701660086,-0.999832726,0.584739477,0,-1.38217046
-0.570771194,-0.781813513,0.61458747,0,-1.653259142
-0.611412494,0.152877974,0.709394499,0,-1.55398723
-0.468869112,1.125240941,0.666713312,0,-1.337307192
-0.336784888,1.202244961,0.573636601,0,-1.070036661
-0.113556573,1.127695578,0.411058767,0,-0.626176673
0.499051253,0.675182687,-0.31387255,0,-0.286361283
1.309187749,1.105603846,-1.292511803,0,-0.230998102
1.503728088,1.011607981,-1.109170148,0,-0.265361456
1.466672785,0.678679864,-1.112198205,0,-0.554586352
1.71888791,0.003370749,-1.550329246,0,-1.12253623
-0.437790471,-1.033077301,0.476378287,0,-1.209399153
-0.509510411,-0.983529425,0.423315189,0,-1.51389665
-0.445858964,-0.425043131,0.382652706,0,-1.687622496
-0.360691535,-0.156487963,0.437878702,0,-1.495760436
-0.281500767,0.559351836,0.802831693,0,-1.305807451
-0.204102998,-0.127720864,0.847675779,0,-1.000355416
0.22950381,-0.612676974,0.346604406,0,-0.521177535
0.476041106,0.08560303,-0.043005622,0,0.244361628
1.206389168,-0.360860796,-1.17658047,0,0.398042184
1.044720468,-0.712286216,-1.24889336,0,0.51545031
0.979574855,-0.569302646,-1.02770099,0,0.153680555
1.399734174,-0.509025945,-1.656527538,0,-0.5354956
-0.356209038,-1.033077301,0.173716759,0,-0.037226967
-0.704648416,-0.980207302,0.49497921,0,-0.346497153
-0.568081696,-0.664570565,0.493032602,0,-0.610904071
-0.805355166,0.268366499,0.598582024,0,-0.845720323
-1.024100985,1.196456531,0.606007974,0,-0.651949188
-1.187562683,0.510173517,0.566426941,0,-0.213816425
-0.579437353,0.951284599,0.317837863,0,0.398042184
0.286580929,0.834819666,-0.346748599,0,0.785584454
1.071615446,0.592456368,-1.109170148,0,0.855265699
1.377919359,0.072804685,-1.352712464,0,0.789402604
1.472051781,-0.476792789,-1.233248397,0,0.485859644
1.797182178,-0.538217062,-1.764456149,0,-0.02004529
0.14523288,-1.033077301,-0.102989994,0,0.122180814
0.170932525,-0.990932237,-0.256339463,0,-0.313088336
-0.111165908,-0.694827563,0.437662412,0,-0.297815735
-0.232193308,-0.261928426,0.576448368,0,-0.365587905
-0.283592598,0.077503895,0.563038401,0,-0.238634403
-0.188264844,0.270377668,0.43304823,0,0.072544858
0.070524608,1.558711918,0.164127911,0,0.56317719
0.476041106,1.560649175,-0.281068597,0,1.109172704
0.749473379,0.206105861,-0.473782809,0,1.361170633
0.871098445,0.836387366,-0.503414512,0,1.526305639
1.521658073,-0.00446386,-1.42279036,0,0.995582728
1.962735708,-0.403464889,-1.971661778,0,0.273952294
-0.448847295,-1.033077301,0.608819742,0,0.493495945
-0.514889407,-1.015023467,0.772623218,0,0.168953157
-0.386988846,-0.826370424,0.868511696,0,-0.169907695
-0.357404371,-0.491800696,0.845512881,0,-0.335042701
-0.29733892,-0.096300734,0.810978609,0,-0.149862405
-0.217251653,0.553018795,0.819269718,0,0.170862232
-0.038549468,0.294640061,0.586686085,0,0.527859299
0.358898536,-0.805694679,-0.018853261,0,0.937355934
0.522061401,-0.655347199,0.101403868,0,1.34207988
0.865420617,-0.22388739,-0.395125418,0,1.267625947
1.09133843,-0.509165987,-1.03894806,0,0.909674343
0.853766126,-0.590736955,-0.846233847,0,0.440041838
-0.67207561,-1.033077301,0.476017804,0,0.686312542
-0.444962465,-0.995211318,0.528215743,0,0.595631469
-0.316165405,-0.745729184,0.680772149,0,0.49540502
-0.241457133,-0.317144141,0.636865319,0,0.598495082
-0.324233898,0.426603051,0.714080778,0,0.707312369
-0.314970072,1.630756094,0.766278717,0,0.991764577
-0.009263826,0.418519476,0.588128017,0,1.642759228
0.503832583,3.104164518,-0.412284409,0,2.13720971
0.984356185,2.068650085,-0.723020757,0,2.32907177
1.43708831,0.618920543,-0.975358858,0,2.216436332
1.5300254,-0.26055912,-1.647731753,0,1.78975802
2.259178129,-0.299852761,-2.177209186,0,1.46998792
-0.705843749,-1.033077301,0.086047293,0,0.810402431
-0.545669215,-0.993169029,0.053315436,0,0.269179606
-0.77278236,-0.797467172,0.327715097,0,-0.078272084
-0.819997988,-0.718218579,0.341990224,0,-0.144135179
-0.944910217,-0.424257336,0.523457367,0,0.49922317
-0.535210057,-0.36893659,0.279482471,0,0.802766131
-0.258490619,0.332260969,0.2767428,0,1.427988265
0.046916794,0.75700262,0.091021958,0,2.170618526
0.324831564,0.022342642,-0.245597069,0,2.653614557
0.540887885,0.100638167,-0.489499868,0,2.629751117
1.006171,-0.266549835,-0.966707266,0,2.284208502
1.414078162,-0.420238889,-1.453359318,0,1.475715146
-0.647272464,-1.033077301,0.401614112,0,0.306406573
-0.793401843,-0.937264772,0.441123049,0,-0.297815735
-0.59945917,-0.317731542,0.324542847,0,-0.599449619
-0.665800115,-0.042010857,0.412212313,0,-0.481086956
-0.877672773,1.214413114,0.544581671,0,-0.167044082
-0.695683424,1.171015445,0.466428956,0,0.141271566
0.006574328,-0.559157332,-0.101764351,0,0.737857573
0.8047575,0.059146634,-0.890212773,0,1.336352655
1.247926967,-0.113494862,-1.156826001,0,1.489078673
1.631927482,0.676505313,-1.601950412,0,1.385988611
1.293349596,-0.359331996,-1.424088099,0,1.215126378
1.676154779,-0.12124,-1.78904109,0,0.554586352
0.074708271,-1.033077301,0.680772149,0,0.170862232
-0.05229579,-1.016447234,0.83152614,0,-0.464859816
-0.088753427,-0.881228252,0.844647722,0,-0.676767166
-0.141945716,-0.723053941,0.864762673,0,-0.658630951
-0.237871136,-0.77481527,0.803768949,0,-0.368451518
-0.231296808,-0.206374276,0.745947476,0,0.122180814
-0.057077119,0.385457735,0.602547338,0,0.860038387
0.137164386,0.866150324,0.461238001,0,1.655168217
0.130590059,2.067024034,0.566066458,0,2.202118268
0.114453072,2.286424224,0.352516327,0,2.30902648
0.626354148,1.57662571,-0.262179287,0,1.939620425
0.954472876,-0.099416683,-0.759934216,0,1.335398117
-0.170334859,-1.033077301,0.678537154,0,0.492541407
-0.292557591,-0.958057219,0.646309974,0,0.080181159
-0.358002037,-0.221358842,0.62518567,0,-0.177543996
-0.480822435,0.651951164,0.683583916,0,-0.189952985
-0.899487588,1.743288163,0.773127894,0,0.030545204
-1.085959434,2.483623759,0.753085039,0,0.3274064
-0.255203455,2.939618266,0.212576826,0,0.806584281
0.791608844,2.432488733,-0.791368334,0,1.322989128
1.340864056,-0.574184689,-1.079826832,0,1.545396392
1.755943213,-0.277080266,-1.309887084,0,1.361170633
2.168930537,-0.736249073,-1.531872516,0,0.830447721
2.357793047,-0.886417611,-1.697550504,0,-0.203316511
-0.60722883,-1.033077301,0.312719004,0,0.36749698
-0.630238978,-0.963098755,0.324326557,0,-0.050590493
-0.634123808,-0.351341784,0.354462936,0,-0.415223861
-0.717797072,0.359483709,0.271407652,0,-0.464859816
-1.021112654,0.60358198,0.47291765,0,-0.335042701
-1.126003068,0.841032114,0.342566997,0,-0.029590666
-0.435698639,1.466933396,-0.150285363,0,0.649085575
0.664604783,0.087446925,-0.705573379,0,1.293398462
0.883948268,-0.837309313,-0.686107297,0,1.44612448
1.288269433,-0.946044669,-1.003260242,0,1.116809004
1.783435856,-0.752630176,-1.415076024,0,0.529768374
1.856948796,-0.538862814,-1.664313971,0,-0.174680383
-0.660122287,-1.033077301,0.518338508,0,-0.144135179
-0.788919347,-0.986318608,0.664478317,0,-0.641449274
-0.736623557,-0.406273523,0.318270442,0,-0.984128277
-0.758438372,0.831738727,0.203132172,0,-1.067173049
-1.130784397,1.620459067,0.294262274,0,-0.88676544
-1.045318134,2.224338638,0.203492655,0,-0.225270876
-0.391172509,2.27944932,-0.192750261,0,0.322633712
0.801171503,1.003765592,-0.909823048,0,0.805629743
1.27243128,-0.355539174,-1.09280422,0,0.932583246
1.801067008,-0.295495877,-1.288186007,0,0.708266907
2.011445501,-0.197757761,-1.384146582,0,0.252952467
1.937036063,-0.734307926,-1.449033522,0,-0.482996031
-0.586011681,-1.033077301,0.442276595,0,-0.199498361
-0.756645373,-0.96910503,0.537227818,0,-0.586086093
-0.834341976,-0.360145022,0.561163889,0,-1.019446168
-0.929370897,0.867721914,0.605719588,0,-0.902038042
-0.867811281,1.737005693,0.430885332,0,-0.703494219
-0.759633704,2.429571177,0.23708967,0,-0.438132763
0.000298833,0.307259462,-0.212432633,0,-0.074453934
0.737818889,-0.163229462,-0.581206744,0,0.464859816
1.317555076,0.551151559,-0.879109897,0,0.587995168
1.773873198,1.501628968,-1.400368317,0,0.593722394
1.642984306,0.060831037,-1.422718263,0,0.262497843
1.666890953,-0.262865934,-1.50995515,0,-0.273952294
-0.042135465,-1.033073411,0.630953398,0,-0.504950396
-0.066340945,-0.973889821,0.825542122,0,-0.788448066
-0.160174534,-0.369395618,0.833761135,0,-1.08244565
-0.246836129,0.707026835,0.82136052,0,-1.094854639
-0.32632573,1.28859683,0.867358151,0,-0.947855847
-0.44645663,0.435126204,0.73780056,0,-0.49922317
-0.379219186,-0.222055165,0.422594223,0,0.08781746
0.841812803,0.120345283,-0.637586285,0,0.593722394
1.128094899,1.684944828,-0.993310911,0,0.651949188
1.11464741,0.903331654,-0.642056275,0,0.768402777
0.414780323,0.116992039,0.347181179,0,1.049991372
0.416573322,-0.47733351,-0.118418666,0,0.459132591
-0.06783511,-1.033077301,0.629655659,0,-0.715903208
-0.101304416,-0.977857697,0.604638139,0,-1.072900274
-0.1607722,-0.601675844,0.64003757,0,-1.269535022
-0.035262304,-0.41714628,0.0922476,0,-1.443260867
-0.214860989,-0.115190935,0.614515373,0,-1.127308918
-0.4019305,1.090436447,0.881272795,0,-0.742630261
-0.185276513,1.565336715,0.863392838,0,-0.145089717
0.193046173,2.414255954,0.34631602,0,0.527859299
0.565093365,2.607969983,-0.185828987,0,0.655767338
1.093729094,1.616452291,-0.457056398,0,0.592767856
1.270638281,0.410412562,-0.774641923,0,0.392314958
1.508509417,-0.601298507,-1.174633861,0,-0.001909075
-0.022113648,-1.033077301,0.638811928,0,-0.962173911
0.085765096,-0.997642615,0.217695685,0,-1.374534159
-0.002689498,-0.84864499,0.209692962,0,-1.570214369
-0.027791477,-0.355823149,0.245452876,0,-1.529169252
-0.047514461,0.545853278,0.529008805,0,-1.217035453
-0.075903604,0.870561668,0.761520341,0,-0.864811075
0.018826484,2.259862796,0.600961212,0,-0.237679865
0.432710308,1.092218101,0.084893747,0,0.27967952
1.02260682,1.754732761,-0.722299791,0,0.362724292
1.223422654,1.370113337,-0.994680747,0,0.240543478
1.76341404,0.080748217,-1.332885899,0,-0.105953675
1.709922917,-0.469771205,-1.19056721,0,-0.587995168
-0.199321668,-1.033073411,0.793459135,0,0.121226277
-0.321843233,-1.001987828,0.796342999,0,-0.320724637
-0.297637754,-0.679084432,0.863753321,0,-0.584177018
-0.559415537,-0.045216278,0.806148137,0,-0.879129139
-0.512199909,0.505268133,0.833833231,0,-0.509723084
-0.35441604,0.867624662,0.66527138,0,-0.220498188
-0.031377474,0.227283425,0.283880364,0,0.286361283
0.366967029,0.415193463,0.073862967,0,0.813266044
0.795792508,0.560347695,-0.264270089,0,0.953583073
1.20369967,0.397108508,-0.600817019,0,0.720675896
1.182482521,-0.296367254,-0.613217634,0,0.494450482
1.274523111,-0.554730427,-0.700959197,0,0.2157255
-0.258490619,-1.03301895,0.576376272,0,0.637631124
-0.268650944,-1.000641862,0.626699699,0,0.268225069
-0.316165405,-0.422961941,0.774714019,0,-0.121226277
-0.372047192,0.186593248,0.815953275,0,-0.364633367
-0.419262819,0.589348198,0.901604036,0,-0.188043909
-0.418067487,1.767725609,0.916167549,0,0.120271739
-0.091741757,1.271359911,0.644868042,0,0.396133108
0.52773923,1.461191646,-0.190154783,0,0.851447549
0.837927973,1.184280598,-0.326345262,0,1.002264491
1.278407941,0.516981147,-0.568229356,0,0.803720668
1.429019817,0.127845346,-0.810401836,0,0.540268288
1.77506853,-0.531495014,-1.326469302,0,-0.225270876
-0.12491223,-1.033077301,0.816962627,0,-0.318815562
-0.115648404,-0.999179194,0.713576102,0,-0.768402777
-0.056479453,-0.784342062,0.349992946,0,-0.9745829
-0.204401831,-0.387227719,0.498295653,0,-1.164535885
-0.487396763,0.016772055,0.647319326,0,-1.12635438
-0.456318122,1.440620933,0.719848506,0,-0.925901482
-0.023010148,2.073493228,0.309114174,0,-0.432405538
0.204700664,2.214846857,0.28777358,0,0.328360938
0.487396763,1.150374711,0.317405283,0,0.631903898
0.91024558,0.30872602,-0.0816494,0,0.593722394
1.353116213,-0.204561501,-0.603845076,0,0.398996721
1.451731131,-0.575581226,-0.868511696,0,-0.037226967
-0.042733131,-1.033077301,0.009192317,0,-0.693948843
-0.158381536,-0.981428785,0.365998392,0,-1.305807451
-0.144635214,-0.756640843,0.353669873,0,-1.494805898
-0.197827503,-0.417827043,0.593318973,0,-1.385034073
-0.282397266,0.080829908,0.712710943,0,-1.246626119
-0.208286661,1.117900371,0.725760428,0,-0.7588574
-0.020021817,1.94741203,0.689351644,0,-0.220498188
0.216653987,2.473684619,0.386113343,0,0.419042011
0.729451563,1.307798237,-0.244443524,0,0.760766476
1.180988355,0.93505132,-0.64320982,0,0.685358004
1.603239506,0.743220087,-1.18292497,0,0.399951259
1.794791514,-0.094795275,-1.147813926,0,-0.225270876
-0.274926439,-1.033069521,0.557559059,0,-0.760766476
-0.346048713,-1.010915548,0.78062594,0,-1.135899757
-0.334394223,-0.798299648,0.818116173,0,-1.351625257
-0.397746837,-0.356776218,0.787619311,0,-1.524396564
-0.355611372,0.829673097,0.883363596,0,-1.306761989
-0.255502288,0.68788767,0.805282978,0,-0.90681073
-0.048709793,0.455848629,0.553593746,0,-0.531677449
0.256099955,0.401115284,0.352083748,0,0.066817633
0.88125877,0.253852632,-0.400100084,0,0.152726018
1.121520571,-0.223490602,-0.504423864,0,0.062999482
1.229100482,-0.313191825,-1.125608173,0,-0.082090235
1.13885289,-0.611509952,-1.446942721,0,-0.167044082
-0.297040087,-1.03302673,0.627781148,0,-0.782720841
-0.218745819,-0.99532413,0.43622048,0,-1.312489215
-0.270742776,-0.701456249,0.612136185,0,-1.504351274
-0.236078138,-0.308169739,0.815448598,0,-1.445169942
-0.229802643,-0.030694631,0.876802805,0,-1.200808314
-0.278213603,1.600969795,0.883363596,0,-0.799902518
-0.01255099,2.396128208,0.730662996,0,-0.298770272
0.586310514,1.837781957,-0.139254584,0,0.172771308
0.955967042,1.293358281,-0.390799622,0,0.281588595
1.334887395,0.87328083,-0.683656013,0,0.225270876
1.610710333,-0.040338125,-0.864906866,0,-0.102135524
1.813916831,-0.533066604,-1.392077208,0,-0.547904588
-0.368461195,-1.033077301,0.485174072,0,-0.756948325
-0.463788949,-0.990761073,0.514156905,0,-1.246626119
-0.421653484,-0.42445573,0.450207221,0,-1.418442889
-0.557921371,-0.08352184,0.544293284,0,-1.593123272
-0.774575359,0.355364121,0.561596469,0,-1.278125861
-0.664007117,0.157032573,0.564912912,0,-0.700630606
-0.090845258,1.646833771,0.30940256,0,-0.262497843
0.437192805,2.033569395,-0.129449446,0,0.077317546
0.8453988,1.329489291,-0.472845553,0,0.441950914
0.906958416,1.503103306,-0.45849833,0,0.680585316
1.49326893,0.602208784,-0.947457474,0,0.482996031
1.710819417,0.124834429,-1.078312803,0,0.04390873
-0.162565199,-1.03301506,0.70852934,0,0.267270531
-0.216355154,-0.98535387,0.878677317,0,-0.257725155
-0.316165405,-0.583497527,0.899585331,0,-0.632858436
-0.308395745,0.373406285,0.910544014,0,-0.588949706
-0.293155257,0.889370177,0.874639907,0,-0.384678657
-0.203206498,1.621913955,0.524755106,0,-0.194725673
0.0406413,1.066882047,0.301183548,0,0.449587215
0.664007117,0.448667552,-0.554386808,0,1.094854639
1.075201443,0.777137644,-0.953081008,0,1.320125515
1.605331337,0.288454843,-1.230076147,0,1.203671927
1.475936611,-0.254949633,-1.068796052,0,0.94690131
1.602044173,-0.896874131,-1.214359088,0,0.338860852
-1.333094396,-1.033077301,0.257637201,0,-0.074453934
-1.346840718,-0.961464924,0.261890901,0,-0.575586179
-1.393159846,-0.164415934,0.335573626,0,-0.909674343
-1.594274513,0.874381721,0.411347153,0,-1.007037179
-1.523749905,1.685995149,0.319063505,0,-0.941174084
-1.592780348,2.350948886,0.37832691,0,-0.531677449
-0.631733144,2.308659888,-0.025269858,0,-0.085908385
0.658628121,1.532555059,-0.791296237,0,0.400905796
1.362678872,0.680846636,-1.176796759,0,0.585131555
2.010250169,-0.216461238,-1.771810002,0,0.3274064
2.45969513,0.010096688,-2.138349118,0,-0.309270186
2.522748911,-0.01334101,-2.171441458,0,-1.045218684
-0.45034146,-1.033053961,-0.243866751,0,-0.817084195
-0.271041609,-0.973434682,-0.234494193,0,-1.266671409
-0.45034146,-0.833092473,0.26953314,0,-1.578805208
-0.565093365,-0.330343163,0.486616004,0,-1.51389665
-0.396551505,0.263095449,0.438527572,0,-1.233262593
-0.260283618,1.159531946,0.418773103,0,-0.73499396
-0.029285642,1.827912838,0.461454291,0,-0.069681246
0.286580929,2.662967854,0.274724096,0,0.590858781
0.99451651,1.216023605,-0.950485531,0,0.67103994
1.5697702,0.397022926,-1.532809772,0,0.418087473
2.099900094,1.388653431,-2.01722683,0,-0.201407436
2.624053327,-0.132276141,-2.376556286,0,-1.100581865
-0.375035523,-1.033077301,0.604638139,0,0.167998619
-0.52773923,-0.992881164,0.486327618,0,-0.396133108
-0.661616452,-0.681698562,0.449990931,0,-0.81899327
-0.761725536,-0.200025674,0.455830756,0,-0.819947807
-0.798183172,0.718171898,0.480848276,0,-0.418087473
-0.731842227,0.364062327,0.389718173,0,-0.280634058
-0.435399806,0.72873345,0.316900607,0,0.373224206
0.298534253,1.049680138,-0.408895869,0,1.03853692
0.835537308,0.329078889,-0.811555382,0,1.026127931
1.098510424,1.068021839,-0.71170159,0,0.88294729
1.386585518,-0.134979742,-0.865844122,0,0.58322248
1.57365503,-0.705097359,-0.870890884,0,-0.009545376
-0.015240487,-1.033077301,0.749696499,0,0.617585834
-0.041537799,-1.01729527,0.840466119,0,0.352224378
-0.010160325,-0.904592038,0.878244737,0,0.102135524
-0.031078641,-0.331195089,0.883651982,0,0.121226277
-0.082776765,0.057516693,0.856615757,0,0.301633885
-0.080983766,0.550778112,0.8387358,0,0.548859126
-0.037055303,0.237883877,0.856399467,0,1.175990336
0.262674282,-0.451021047,0.478108605,0,1.650395529
0.638905138,-0.4103192,-0.014960045,0,1.940574962
0.987643349,-0.007661501,-0.29858807,0,1.830803137
1.114946243,-0.121932433,-0.442492885,0,1.501487661
0.989137514,-0.563389733,-0.528936709,0,0.965992062
-0.598562671,-1.033077301,0.497574687,0,1.217989991
-0.357105538,-1.014525537,0.473854906,0,0.835220409
-0.312878241,-0.733825557,0.485606652,0,0.306406573
-0.412688492,-0.487163727,0.779832878,0,0.167998619
-0.424940648,0.169698655,0.850343353,0,0.176589458
-0.377725021,0.249904207,0.861085746,0,0.602313232
-0.180794017,0.650134499,0.739530878,0,1.156899584
0.256996454,-0.02851619,0.229159044,0,1.622713938
0.663110618,-0.042940585,-0.405291039,0,1.846075739
0.824480484,-0.348953278,-0.448044323,0,1.698122409
1.130186731,-0.598423742,-0.717685608,0,1.397443062
1.062949286,-0.579650243,-0.745803282,0,0.869583763
-0.618584488,-1.033077301,0.166362905,0,0.410451173
-0.939830055,-0.971575227,0.379047876,0,-0.085908385
-0.905165417,-0.766813387,0.449558352,0,-0.397087646
-0.85705329,-0.279647715,0.477892315,0,-0.513541234
-0.814021326,0.521563654,0.526197038,0,-0.205225586
-0.863926451,0.993106788,0.602907821,0,0.028636128
-0.308096912,1.126404073,0.239973534,0,0.402814872
0.39027601,0.544285578,-0.322307852,0,0.921128794
0.633227309,-0.225326718,-0.312646907,0,1.31821644
1.053685461,-0.293259085,-0.895980501,0,1.252353345
1.37313803,-0.580953418,-0.963102436,0,1.055718597
1.336680393,0.131564257,-1.010614096,0,0.737857573
-0.762323202,-1.033077301,0.294262274,0,0.06777217
-0.078593102,-1.008064124,-0.252229956,0,-0.305452035
-0.374139023,-0.837406565,0.266288793,0,-0.629994823
-0.350232377,-0.419978254,0.409328449,0,-0.608040458
-0.419860486,0.619111157,0.5927422,0,-0.258679692
-0.314671239,0.531351081,0.464554444,0,0.099271912
0.168243027,-0.224260837,-0.272705391,0,0.676767166
0.367564696,0.079238868,-0.04516852,0,1.205581002
0.955369376,0.229014508,-0.710836431,0,1.286716699
1.158277041,1.313831742,-0.823883901,0,1.212262765
1.084764102,1.575279744,-0.631313881,0,0.792266217
1.378517025,0.346055173,-1.032819848,0,0.113589976
0.361886867,-1.033077301,-0.817251013,0,0.29972481
0.136267887,-0.972364912,-0.452370119,0,-0.053454106
-0.403723499,-0.525259225,0.085831003,0,-0.377996894
-0.903970085,-0.203810717,0.380129325,0,-0.476314268
-1.149312048,0.261442167,0.372703376,0,-0.373224206
-1.112555579,1.016513365,0.345306667,0,-0.061090407
-0.18975901,1.934115756,-0.022674381,0,0.443859989
0.306602746,0.811261376,-0.270326203,0,0.962173911
0.853467293,0.744853918,-0.800668795,0,1.072900274
