S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
11.56025,9.015458333,13.70854167,12.90575,14.92991667,13.20841667,11.19425,9.391833333,13.68041667,8.037125
12.46833333,9.24625,13.96441667,13.548875,15.07670833,13.76008333,11.79025,9.230458333,14.27383333,8.166625
11.97916667,8.824958333,13.90891667,13.364875,14.572875,13.394375,10.86208333,8.389625,13.82025,8.077166667
9.597291667,7.674625,11.99833333,12.28591667,14.91608333,12.169375,9.830833333,7.565125,12.50875,7.224583333
11.18383333,8.723875,13.040125,13.044125,15.32858333,13.28245833,10.34670833,7.430958333,13.26870833,7.645125
9.771041667,8.096375,11.94691667,12.34629167,14.557125,12.18808333,9.475458333,6.795166667,12.53175,6.666625
11.39279167,9.028291667,14.05104167,13.25208333,14.89295833,13.30966667,11.05666667,8.0085,13.77575,7.518125
10.919625,8.904041667,12.59545833,12.94970833,15.10658333,13.07104167,10.02675,7.734458333,13.40308333,6.789833333
11.45633333,8.352666667,13.4545,12.92254167,15.44154167,13.65625,9.3455,8.033291667,13.69854167,7.139416667
12.34729167,8.101166667,14.457125,13.67870833,15.101625,14.14658333,10.74541667,7.517833333,14.41408333,8.029958333
11.426375,9.118541667,13.59691667,13.84975,15.080375,14.08475,11.31645833,7.892208333,14.1125,7.8785
11.33975,9.082041667,13.90145833,13.59483333,15.35520833,13.49145833,10.41420833,8.18825,14.04229167,7.445166667
12.28945833,8.400875,14.39229167,13.56033333,15.172375,13.62220833,11.04308333,8.972291667,13.94954167,7.763541667
12.26566667,9.560333333,14.24391667,13.65954167,15.05529167,13.79870833,11.12908333,8.470333333,13.81933333,8.041208333
10.39825,8.610208333,12.63645833,12.73341667,14.90229167,12.85470833,10.3655,8.113041667,13.21333333,7.054916667
11.57908333,8.282291667,13.86654167,12.922875,14.42220833,13.23666667,10.74429167,8.092166667,13.48791667,7.136166667
11.886375,8.20675,13.92470833,13.64254167,15.48725,13.38766667,11.20095833,8.3115,14.10795833,8.353083333
11.03204167,8.152416667,13.30545833,12.48025,15.27595833,12.68291667,10.13245833,8.198916667,13.22079167,7.023958333
10.63916667,8.346666667,12.522375,12.24391667,14.76191667,12.48816667,10.512,8.869166667,12.73270833,7.1235
11.03683333,8.916125,13.88329167,12.810875,15.346375,13.19166667,10.78333333,9.264666667,13.30125,7.597208333
10.49566667,8.092541667,13.96233333,12.66870833,15.03975,13.22475,10.34533333,8.582333333,13.22079167,7.016791667
10.93516667,7.686916667,13.62658333,13.297625,14.527125,13.1,10.59979167,7.565791667,13.60041667,7.225166667
11.72291667,8.484708333,13.79479167,13.06370833,15.52729167,13.164,10.79716667,9.155,13.57183333,7.178458333
11.03583333,7.910833333,13.36458333,12.48845833,15.31666667,12.786,11.06241667,8.712958333,13.14420833,7.014208333
10.94279167,8.359125,13.91479167,12.731125,15.24033333,12.80370833,10.48991667,8.549625,13.2015,7.515333333
11.681,8.847166667,14.322,13.50791667,15.77195833,13.76783333,10.81166667,8.875416667,14.10425,7.57125
11.031375,8.409666667,13.99220833,13.00558333,15.480125,13.21195833,10.25808333,9.081583333,13.41779167,7.233
11.67741667,8.153666667,14.07525,12.89929167,15.53666667,13.10020833,11.21708333,9.062541667,13.3935,7.2985
11.24454167,8.157541667,13.72254167,12.945,15.74279167,13.20579167,10.24533333,9.321291667,13.13075,7.249625
11.27616667,8.359166667,14.216,13.44491667,15.52633333,14.09841667,10.71454167,9.39425,14.08666667,7.829625
10.42366667,7.604125,12.78620833,11.77645833,15.20691667,12.4655,9.231833333,8.173583333,12.72833333,6.952833333
10.94416667,7.437833333,13.887875,12.19341667,15.50295833,12.77783333,10.39016667,7.737666667,13.28941667,7.267166667
10.56070833,7.697958333,13.19129167,13.18675,15.52470833,13.39375,10.71045833,7.805083333,13.50720833,7.084583333
10.31833333,8.306916667,12.62983333,13.541125,15.22925,13.255,10.60325,8.214125,13.03925,7.305458333
9.434041667,7.758708333,11.64591667,13.18370833,15.768875,12.341375,9.0425,8.035666667,11.87320833,6.446791667
10.47633333,6.637708333,13.70966667,13.19854167,15.725875,12.88458333,9.872666667,6.995875,12.66925,7.408958333
10.70558333,7.715458333,13.171625,12.219125,15.679375,12.81066667,10.59566667,8.176041667,13.21525,7.701
10.16491667,7.991083333,12.47741667,12.29466667,15.13433333,12.61925,10.08758333,8.0935,13.246,7.378875
11.23354167,7.926375,13.16116667,12.538375,15.1985,12.675,10.735875,8.496416667,12.980875,7.073625
11.58916667,8.407083333,13.674125,12.533125,15.15275,13.16879167,11.44125,9.505125,13.72591667,7.487333333
10.72941667,8.1085,13.2645,12.193375,15.08516667,12.75125,10.15379167,8.922166667,13.09295833,6.809375
11.19758333,7.729083333,13.270625,11.837125,14.72145833,12.55075,10.56445833,8.986791667,12.94254167,7.688625
11.211625,8.234583333,12.819125,11.68866667,15.37916667,12.25283333,10.28258333,9.168625,12.81179167,7.025916667
11.818625,8.260541667,13.452625,12.34566667,15.48691667,12.5915,11.06258333,9.695625,13.19495833,8.123375
10.977125,8.071666667,13.16325,12.15029167,15.28595833,12.41241667,10.20720833,8.865625,12.66795833,6.981875
11.11525,8.235916667,13.57691667,12.43970833,15.28520833,12.68858333,10.61266667,9.224708333,13.12708333,7.194666667
11.54133333,8.26675,13.20879167,12.40816667,15.13025,12.545875,10.59233333,9.144541667,13.27308333,7.131375
10.8225,8.628291667,13.023,12.496375,15.501375,12.86133333,10.91833333,8.602125,13.19979167,7.217333333
10.775375,7.148708333,12.962125,11.392375,15.90554167,11.63345833,9.857166667,8.080375,11.96966667,7.328625
11.21875,8.938541667,14.63770833,13.94275,15.55841667,14.04841667,11.00104167,8.447375,14.51583333,8.6105
11.32308333,8.723833333,13.71583333,13.14429167,15.831,12.97904167,10.210375,8.046666667,13.71304167,7.684625
11.08716667,8.318333333,13.166875,12.6335,16.08016667,12.821875,10.47245833,9.277458333,13.36158333,7.496875
10.0895,7.394333333,12.141375,11.632,15.95929167,11.97708333,9.1355,8.035708333,12.02058333,6.33975
10.406,8.166708333,12.09583333,11.596625,16.2205,11.07470833,9.2875,8.893416667,11.275,7.006708333
11.161375,8.057166667,13.41491667,12.81254167,15.75079167,12.82008333,10.011,9.087208333,12.908,7.413291667
11.72541667,8.612,13.710875,13.48816667,15.63658333,13.3375,11.144625,9.47575,13.4225,7.478833333
12.07904167,8.525625,14.233125,13.42429167,15.777375,13.71795833,11.704875,9.528958333,14.08516667,7.856
10.61820833,8.109125,12.75341667,11.34295833,15.86720833,12.03908333,10.53891667,9.394,12.45358333,6.788125
10.70245833,8.253833333,12.74666667,11.27866667,15.96895833,12.207875,10.30916667,9.322208333,12.430375,6.751541667
11.28066667,8.765041667,13.615,12.43583333,16.05120833,13.0855,11.09470833,8.996583333,12.98358333,7.439708333
11.12133333,8.584208333,13.18445833,12.2825,15.62858333,12.678625,10.365,9.185583333,13.04554167,7.24475
11.215375,8.257083333,12.96604167,12.53395833,15.195,12.35354167,10.272,8.435125,12.68866667,7.277958333
11.98495833,8.566083333,14.462125,20.65554167,15.57104167,13.92125,10.666625,8.5115,13.77575,7.776875
11.31058333,8.371041667,13.870125,13.40308333,15.33416667,13.18383333,11.369375,8.992083333,13.657125,7.676125
12.08554167,8.7885,13.18295833,12.29129167,15.95104167,12.43083333,10.85245833,9.639166667,13.42345833,7.830791667
11.58841667,9.200208333,13.98491667,13.466125,15.60833333,13.48391667,11.07395833,9.830666667,13.50920833,7.65425
11.68054167,9.135416667,13.33675,12.26554167,15.71166667,12.72995833,10.45695833,9.736583333,12.98383333,7.838416667
10.47704167,8.119458333,12.91291667,12.10945833,15.64504167,12.30629167,10.78258333,9.391208333,12.85416667,7.724458333
10.68854167,6.765875,14.184625,12.79091667,15.604375,13.4355,11.24025,9.001916667,13.773625,8.053875
10.00529167,8.25175,12.495625,12.23158333,15.47179167,12.51695833,10.22433333,8.226583333,12.89379167,7.16975
10.56125,7.375166667,13.11729167,12.09525,16.03154167,12.58079167,10.05220833,8.943791667,12.86491667,7.246041667
11.04266667,8.147,13.65245833,12.95804167,15.63758333,13.13804167,10.418625,8.249,13.47145833,6.927125
11.15175,7.875416667,13.59679167,12.19854167,15.71758333,12.65079167,10.40716667,8.834958333,13.08929167,7.078958333
11.003,8.108625,13.713,12.86679167,14.86379167,13.16425,11.3895,9.01775,13.55920833,7.732166667
9.333791667,7.662958333,11.92108333,11.607,14.91104167,11.65525,9.451375,7.90925,11.87070833,6.281166667
10.43616667,8.946541667,12.732875,11.86116667,15.00483333,12.180625,10.378375,7.625583333,12.458875,7.071958333
11.10170833,7.383375,13.5315,12.363625,15.80570833,12.73966667,10.070625,6.923958333,13.22870833,7.1065
11.51258333,8.597125,12.86433333,12.51875,15.39041667,12.68204167,10.37991667,9.328041667,13.1865,7.084875
10.24183333,7.777041667,12.49883333,12.49766667,14.809125,12.670125,10.00154167,8.622958333,12.76229167,6.732541667
10.30591667,7.788833333,12.49079167,12.03583333,15.20454167,11.21929167,10.567625,8.466,11.35241667,6.527416667
10.44783333,7.568125,12.39904167,11.64554167,14.82820833,11.91308333,9.938875,8.468708333,12.42816667,6.65825
9.987875,7.539291667,11.96041667,11.51870833,15.062625,11.64770833,9.729,8.570541667,12.139,7.208291667
9.629875,6.917041667,11.637875,11.14266667,14.64020833,11.41633333,9.292,7.757916667,11.759125,6.559
10.39983333,7.131041667,12.50920833,11.36,14.39204167,11.794625,10.19170833,8.4805,12.29120833,6.653375
10.79566667,7.44275,13.07625,12.23875,14.39575,12.28170833,10.24079167,8.471375,12.709625,6.713708333
10.17720833,7.72625,12.48775,11.33770833,14.665625,11.97141667,9.774333333,8.34275,12.59316667,6.254
10.96675,8.293083333,13.05975,12.4375,14.63025,12.30075,10.318625,8.63775,12.65279167,7.084
10.86920833,8.129125,13.18075,9.496541667,14.12554167,13.00820833,10.035125,8.349291667,13.39208333,7.153875
11.21466667,8.473958333,13.44491667,11.54670833,15.39691667,12.779125,10.22329167,8.936333333,13.30379167,6.742958333
10.976625,8.238583333,13.15070833,39.99216667,15.14329167,12.643875,10.02204167,8.907583333,13.10170833,6.304833333
10.0655,8.127125,13.16833333,12.386625,15.80025,12.415375,10.57133333,8.998375,12.83266667,6.686291667
10.79216667,7.389708333,14.060375,12.72891667,15.83991667,13.20008333,10.48529167,8.614541667,13.42445833,7.846791667
11.54454167,8.177708333,14.279625,13.20966667,16.13804167,13.744125,10.37525,10.02295833,13.97275,7.362916667
11.05470833,8.188583333,13.37008333,12.65391667,15.59658333,12.946625,10.09766667,9.741041667,13.24691667,6.698041667
10.84854167,7.822125,13.01845833,12.22625,15.38066667,12.41066667,10.389375,9.152916667,12.84625,7.032791667
10.15529167,7.408708333,12.0755,11.05245833,15.22595833,11.523375,9.628583333,8.3975,11.85145833,6.435875
9.892125,6.870291667,11.62783333,11.06883333,15.05570833,11.72608333,9.751666667,7.975833333,11.98666667,6.069166667
9.637208333,6.819916667,11.80604167,10.93145833,14.94054167,11.162875,9.175041667,8.363291667,11.70416667,6.448208333
9.428125,5.912958333,11.64554167,10.35758333,15.63204167,10.49195833,9.493083333,6.692,11.47704167,6.329333333
10.33295833,6.828625,11.81920833,11.652875,16.03445833,11.5575,8.978166667,8.654458333,12.043125,6.37275
9.459208333,5.497625,11.38404167,10.774625,14.95495833,10.90579167,9.306958333,7.974083333,11.37016667,6.032208333
9.620375,6.710041667,12.49104167,10.597125,14.64883333,10.869,10.18983333,8.332708333,11.44183333,6.113208333
10.46625,6.951541667,12.05070833,17.863875,14.81295833,11.73583333,10.66525,8.439041667,12.08704167,6.218333333
10.58675,6.543666667,12.16916667,0,14.272375,11.13341667,9.868708333,8.462458333,11.44945833,5.224416667
10.154,6.105958333,12.51854167,8.067291667,14.26845833,11.85479167,10.464875,8.165375,12.202875,5.296
9.908541667,5.930458333,11.99979167,13.62970833,14.87379167,11.32770833,10.305125,8.1825,11.756875,6.062583333
9.86525,6.810958333,12.296875,15.43075,15.8665,11.20816667,9.658833333,8.746583333,11.53216667,6.58975
10.27445833,7.625958333,13.31175,15.160625,15.28725,12.47383333,10.23545833,8.862666667,12.70675,6.898291667
10.52870833,9.063083333,13.438625,3.048458333,15.92175,13.149625,9.740291667,9.614125,13.46304167,6.5425
11.48508333,8.571458333,13.39016667,15.27916667,15.00466667,13.1405,10.56558333,9.690666667,13.317875,6.835458333
11.27304167,8.612833333,13.82845833,16.42454167,15.56591667,13.43983333,10.89895833,9.658291667,13.709125,7.311083333
11.44295833,8.667625,13.53195833,14.080875,16.08391667,13.469875,11.62570833,10.15808333,13.47354167,7.388083333
11.24445833,8.453583333,13.51333333,13.73595833,16.300375,12.88283333,11.08854167,9.22675,13.2965,7.415166667
10.47920833,8.745666667,13.611625,13.91645833,15.05225,12.95483333,10.17720833,8.145125,13.33904167,7.627416667
11.04116667,8.965708333,13.78545833,13.92116667,14.95283333,13.0625,11.25304167,8.238875,13.87175,8.067791667
10.931625,8.291,14.00372222,14.30954167,14.756,13.10125,10.48933333,8.971291667,13.37658333,7.01575
10.620625,8.028083333,13.438625,13.59379167,15.26929167,12.77729167,10.8305,8.736958333,12.93854167,6.691041667
10.359375,7.73825,13.39016667,12.86725,14.84375,12.36920833,10.03216667,9.144125,12.43095833,6.495375
10.283125,7.481375,13.82845833,11.847125,15.01404167,11.86225,10.074625,8.929875,12.41429167,6.773083333
10.20695833,7.502708333,13.53195833,11.94516667,15.13020833,11.945625,9.066291667,7.943666667,12.369125,6.409333333
9.605791667,7.62875,13.51333333,12.05175,16.19166667,12.04529167,9.680333333,8.330666667,12.74625,6.613958333
8.944291667,5.232291667,13.611625,10.049375,14.83579167,10.85170833,8.592541667,7.764583333,11.09083333,6.358833333
8.971916667,5.90025,11.68733333,10.90708333,14.87858333,11.26966667,8.274916667,8.081041667,11.01208333,6.000166667
10.39566667,7.203541667,12.73929167,12.09154167,15.46883333,12.35316667,9.885,8.668666667,12.75158333,6.200125
9.714916667,6.584541667,12.08158333,11.58025,15.13308333,11.7475,8.941375,7.376083333,11.95654167,5.452833333
8.986833333,6.421833333,10.79008333,10.43316667,15.18483333,10.73916667,8.113583333,7.573416667,11.366125,5.869458333
9.7945,7.986625,12.59754167,11.897125,14.84458333,11.929,9.266375,7.378125,12.54716667,6.306291667
10.629375,8.088625,13.078875,12.60804167,14.85758333,12.70966667,10.091625,8.774458333,12.88804167,7.332416667
10.94616667,7.503291667,13.18758333,13.084625,14.42525,12.87854167,10.539,8.367375,13.33033333,7.291833333
8.702083333,6.580958333,11.18704167,10.84125,14.96008333,11.14241667,9.280583333,7.31825,11.790625,6.000291667
9.570291667,6.413,11.60241667,10.35604167,15.27608333,10.83295833,9.281875,7.540375,11.48258333,6.201041667
10.68908333,7.830875,13.11466667,12.16004167,16.0975,12.49691667,9.944625,8.967708333,12.829,7.170791667
9.982208333,7.19975,12.88775,11.7025,14.44683333,12.08145833,9.830958333,8.868375,12.76725,6.431083333
10.84729167,7.559666667,12.90770833,12.13808333,14.38045833,12.441625,10.92,9.158458333,12.79616667,6.534416667
10.250375,6.950958333,12.121375,11.11858333,15.56704167,11.1935,9.716041667,8.929291667,12.04979167,6.603375
10.69479167,7.408166667,12.78570833,11.909875,14.83945833,11.7825,10.08608333,9.143541667,12.61370833,6.6375
10.87383333,7.304041667,12.22445833,12.05654167,14.48175,12.1345,9.8585,8.861875,12.57908333,6.920125
10.16625,6.606416667,11.988625,11.61995833,15.53783333,11.37275,9.779916667,8.223291667,11.75129167,6.383625
9.544916667,6.039333333,11.97433333,10.95641667,14.69995833,11.32620833,9.986875,8.174625,12.059,5.798375
10.488,6.981958333,12.578375,11.13904167,14.938,10.914625,9.501375,8.833875,11.34529167,5.817125
10.55683333,7.515208333,12.43716667,12.161,15.19283333,12.020375,10.56004167,9.376291667,12.47933333,6.641583333
10.44725,8.0565,12.78616667,12.823125,14.84958333,12.71929167,9.851666667,9.362958333,13.304875,6.522916667
11.086625,8.0245,13.33008333,12.75533333,14.67204167,12.19404167,9.833041667,10.0495,12.6395,6.523166667
10.386125,7.390791667,12.65404167,11.99958333,14.68954167,12.29895833,10.33966667,9.763,12.85804167,6.455
10.77658333,8.031875,12.79004167,12.51329167,14.21816667,11.57458333,9.869125,9.748708333,12.3265,6.266041667
9.529625,6.936458333,13.10195833,12.22408333,15.53283333,12.43954167,9.444541667,8.982958333,12.938,6.318375
11.63433333,8.345666667,13.986125,13.466,14.57054167,13.1205,11.03404167,9.643208333,13.740375,7.243333333
11.44208333,8.007958333,13.95516667,13.290875,15.38454167,13.313875,10.6785,8.524416667,13.73604167,7.274291667
10.98416667,8.488375,13.60370833,12.95316667,14.64383333,13.446375,11.28491667,9.333166667,14.05479167,7.17275
10.65895833,7.650875,13.18229167,12.733125,14.78833333,12.69866667,9.885416667,9.061791667,13.23033333,6.495958333
10.86729167,7.777708333,13.27891667,12.04720833,14.46495833,12.26433333,10.76608333,9.38075,12.46425,6.743
11.4785,7.880916667,13.65304167,12.439375,14.53604167,12.68408333,11.00279167,9.403708333,12.807125,6.769041667
11.05045833,7.755708333,12.64220833,12.13575,15.255625,12.16954167,11.00591667,9.306958333,13.266125,7.486625
9.98825,6.724375,11.72825,10.21491667,15.35304167,10.55858333,10.13,8.722,11.53904167,6.813125
10.24391667,7.49575,12.218875,11.2275,15.73020833,11.589625,10.38533333,8.736833333,12.215375,6.422458333
9.454291667,6.606333333,11.95608333,11.709,15.43608333,11.646125,9.465125,8.7165,12.08908333,6.116875
9.976666667,7.298541667,12.18345833,12.02754167,16.175,11.34716667,9.145583333,9.410291667,11.35170833,5.977458333
10.439125,6.880583333,13.11983333,11.81475,16.12916667,12.31716667,10.66208333,8.756541667,12.47995833,5.954625
10.907,7.463375,12.95291667,13.1365,15.381875,12.35545833,10.496625,9.491,12.64058333,6.736125
9.365791667,6.937541667,12.47083333,12.47191667,15.09991667,11.98433333,9.673,8.326791667,12.037375,6.042583333
9.717958333,6.904041667,13.05370833,12.52145833,15.71770833,12.22741667,9.380208333,7.763416667,12.77433333,6.656041667
10.882375,7.089291667,13.30891667,12.695875,15.56804167,12.56841667,9.534916667,8.561791667,12.97766667,6.445041667
10.597875,7.465375,13.3995,12.22616667,15.65566667,12.56916667,10.21583333,8.970583333,13.10925,6.623166667
10.36366667,7.197416667,12.49595833,11.66179167,15.572125,11.95470833,9.380458333,8.766458333,12.55266667,6.498958333
10.90341667,7.804583333,12.94925,12.324375,15.10641667,12.58754167,9.947833333,8.871083333,13.12808333,6.531166667
10.55329167,7.502958333,13.0345,11.19854167,16.09458333,11.514625,9.283625,8.542375,12.55345833,5.8515
10.63091667,7.020291667,12.65183333,11.43083333,14.75533333,11.92995833,10.35675,8.969375,12.5785,6.407416667
10.20420833,6.7605,12.513125,11.25491667,14.130125,11.95858333,10.22483333,8.80025,12.68116667,6.005583333
10.40458333,6.705291667,12.46795833,12.011,15.14170833,11.97879167,9.89375,9.103958333,12.44104167,6.077791667
10.29529167,6.671416667,11.8645,11.525125,14.44804167,11.072875,8.467166667,8.86025,11.68158333,5.786291667
10.41675,6.875541667,12.54354167,11.87095833,15.67558333,11.90595833,10.169125,8.807458333,12.574,6.402166667
9.980416667,6.889125,11.93791667,12.22341667,15.26666667,11.7985,10.376,8.935083333,12.508375,6.701333333
10.50675,7.1975,12.67825,12.38025,14.66229167,11.88529167,9.449791667,8.666083333,12.24983333,6.169916667
9.729333333,7.505666667,12.7085,12.57025,15.424375,11.85841667,10.341375,8.921375,12.78679167,6.651791667
