S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
9.691541667,6.324708333,11.66795833,11.28854167,14.74966667,10.06558333,8.428708333,8.355708333,10.93483333,4.980875
11.51066667,7.838083333,13.99295833,13.068,14.66054167,12.48633333,10.79195833,10.22495833,13.11429167,6.752958333
10.49758333,7.927416667,13.23875,13.20570833,15.71295833,12.349375,10.21391667,9.715541667,12.88329167,6.740208333
10.741625,7.980208333,13.30729167,13.38529167,15.652625,12.99216667,10.96016667,8.90775,12.84016667,7.267583333
9.026166667,6.818041667,12.15466667,12.0825,14.85966667,11.445625,9.798958333,8.053875,11.35175,6.388583333
10.04083333,7.15325,12.52995833,12.49379167,14.08804167,11.976125,9.711166667,8.483958333,12.34475,6.59125
10.132125,6.52,12.971375,13.191875,15.33233333,12.56195833,10.365125,9.0665,12.694625,6.866875
9.079291667,6.571375,11.85741667,11.722875,15.52308333,11.08058333,8.770541667,9.053916667,11.21491667,5.416833333
9.977833333,6.523791667,11.91229167,12.32045833,14.91033333,11.371375,9.30325,9.359416667,11.63466667,5.668875
8.894708333,6.83125,12.25379167,12.18154167,15.01604167,11.76466667,8.6315,8.831541667,11.18366667,5.525375
9.296416667,4.845708333,12.519375,11.125,15.46508333,10.89504167,8.515833333,8.651958333,10.89579167,5.436041667
11.2335,8.406708333,13.52920833,12.41125,14.58825,12.59433333,10.76879167,10.16604167,12.81991667,6.927458333
11.82495833,8.400291667,15.12354167,13.51558333,16.71745833,13.563875,11.51129167,9.548416667,14.10908333,7.850833333
12.01866667,8.284,14.42941667,13.81083333,17.27966667,13.58816667,11.485125,9.988791667,14.190375,7.721583333
11.73908333,8.298125,13.54470833,13.07604167,17.00341667,12.9835,11.30641667,10.04491667,13.81058333,7.606416667
12.11270833,7.736,13.98841667,13.43970833,15.664375,13.033375,11.25475,10.15995833,13.79716667,7.830083333
12.14616667,8.747833333,14.12216667,13.62904167,15.64754167,13.21308333,11.40133333,10.77970833,13.62391667,7.719166667
12.26779167,8.14175,14.54779167,13.43295833,15.365,13.46470833,11.489375,9.864083333,14.09283333,7.321583333
11.279375,7.9495,13.52533333,13.20433333,14.8945,13.46504167,10.90725,9.761291667,13.9215,6.802958333
11.45783333,7.478375,13.64704167,12.88420833,15.46641667,12.372,9.845916667,9.533833333,12.691125,6.285833333
11.61120833,8.0085,13.826625,12.95129167,14.617875,13.04591667,10.76975,9.578208333,13.32529167,6.735291667
11.568375,7.891666667,13.82729167,12.85958333,14.6075,13.34345833,11.39295833,10.09991667,14.02729167,7.277458333
11.22333333,8.070666667,13.55875,12.90054167,15.84833333,12.628875,10.48958333,9.699541667,12.56445833,7.37725
11.50833333,8.426541667,14.246625,12.85320833,15.76358333,13.697375,11.09870833,9.992333333,13.94541667,7.186958333
11.50091667,8.3565,14.41475,13.408,15.65170833,13.59916667,10.775375,9.176541667,13.69766667,7.169041667
10.871875,7.481833333,14.51895833,13.523,15.527625,14.126375,11.13466667,7.458875,14.318625,7.771625
11.83225,9.054375,14.607125,14.465375,16.759,14.74391667,12.19033333,8.670875,14.60945833,8.625416667
12.77441667,9.098416667,15.05891667,14.26858333,16.06966667,14.54583333,12.32675,9.188833333,14.63720833,7.623833333
12.42320833,8.651791667,14.15204167,13.54933333,15.64045833,13.81495833,11.76233333,9.900708333,14.255,6.942375
11.119625,8.442666667,13.59766667,12.06958333,16.269125,12.77491667,11.39291667,9.471041667,13.17570833,6.892166667
11.74504167,7.739791667,14.02354167,11.807,16.02554167,12.92266667,11.272,8.773791667,13.25016667,6.158458333
10.8415,7.870041667,13.68441667,12.378625,15.72420833,12.79633333,10.850125,8.997291667,13.45854167,6.4375
10.33275,7.46975,12.72283333,12.387125,15.564125,12.62004167,9.773125,8.702875,13.149375,6.359
10.17404167,5.326833333,12.616,11.26408333,14.85625,10.87079167,8.949666667,8.735791667,11.74654167,6.1145
12.678375,8.759625,14.95029167,13.686,15.16616667,14.27633333,10.527875,8.786791667,14.72275,7.761625
11.79191667,8.731958333,14.2905,13.26408333,15.72879167,13.64804167,11.61908333,9.65225,14.11025,7.758708333
11.72883333,8.763791667,14.65929167,13.31904167,15.06920833,13.39620833,12.03579167,9.797125,14.29454167,7.894541667
12.17295833,8.615583333,14.90054167,13.53395833,15.24833333,13.88504167,12.35016667,8.966875,14.41575,8.469875
12.17791667,9.1125,13.865,13.60258333,15.76433333,13.546,11.739125,7.793166667,14.19870833,8.524458333
12.63304167,9.514333333,14.32516667,13.81091667,15.93425,13.75704167,10.7545,9.010625,14.008375,8.204041667
11.65366667,8.758166667,13.50204167,13.55816667,15.757,13.53170833,11.14866667,8.972916667,13.82975,8.106416667
11.89766667,8.588375,13.47641667,12.82054167,15.91645833,12.78720833,11.00104167,9.900666667,13.5475,7.878125
11.77008333,8.16775,13.63020833,12.78870833,15.12,12.869,10.652,9.603708333,13.76383333,7.505458333
11.14554167,7.810875,13.02,12.0955,15.35779167,12.22945833,10.67879167,9.681625,13.129625,6.933875
11.18904167,7.839416667,13.05779167,12.227875,15.58508333,12.18166667,10.012375,9.88575,12.994875,6.989166667
11.54191667,8.495291667,13.93858333,12.742875,15.62275,12.76554167,10.22633333,10.14683333,13.45220833,7.270958333
11.16016667,7.545958333,14.883375,13.51820833,15.60383333,14.09695833,10.87933333,10.198125,14.643625,7.49325
10.880125,7.167166667,13.9655,13.176125,14.915375,12.85745833,9.554666667,8.309375,13.55745833,7.038291667
12.297,8.21825,14.71620833,13.559125,15.43970833,14.000875,11.314,9.363041667,14.739625,7.649208333
12.67416667,8.586708333,14.867875,13.59933333,15.71170833,13.97716667,11.839875,10.027125,14.85854167,7.693833333
12.540625,8.42675,14.17095833,13.2655,15.63583333,13.356125,11.3265,10.03745833,14.21704167,7.53925
11.86570833,8.598416667,14.49516667,13.5945,15.54245833,13.64991667,11.1255,9.713166667,14.17175,7.619083333
11.27416667,7.663,13.85970833,13.16695833,15.3425,13.43958333,11.30725,9.466916667,13.63583333,7.1765
11.07866667,7.642416667,13.344375,12.07483333,15.042625,12.081875,9.906041667,8.351833333,12.39879167,6.846333333
11.29695833,7.92925,14.05695833,13.34270833,14.953375,13.42845833,11.26545833,8.414875,13.82120833,7.905833333
10.80725,7.276833333,14.5705,13.37145833,14.87541667,14.099625,11.49754167,7.350875,14.30045833,7.123041667
12.57870833,9.06625,14.78695833,15.05591667,16.03175,14.72995833,11.663625,7.873791667,14.42604167,8.0855
12.16175,9.491916667,14.78645833,14.8385,16.26991667,14.65958333,11.80483333,7.722791667,14.79725,8.468625
11.11441667,8.062208333,13.55016667,13.172875,15.23291667,12.87425,10.85320833,7.364083333,13.659625,8.093291667
10.80045833,6.708666667,13.58104167,12.979,15.43483333,12.330875,10.53445833,7.585083333,13.383625,7.587833333
9.593458333,5.717041667,12.10966667,12.05233333,15.19441667,11.41991667,9.752041667,7.575333333,11.83820833,7.187833333
10.86825,6.890208333,13.414375,12.64733333,14.98058333,12.20220833,11.0275,7.906833333,13.118375,8.267
11.0605,8.709583333,13.41104167,13.92008333,15.59629167,13.63145833,10.86895833,8.0695,13.33658333,8.332875
9.181833333,8.061291667,11.59341667,12.09020833,16.14608333,12.09495833,9.359875,7.762958333,12.04604167,6.583791667
10.3195,8.904416667,13.17691667,12.80195833,15.454,13.01570833,10.49404167,8.344541667,12.83191667,7.25075
11.39695833,9.093583333,14.03054167,13.429375,16.42458333,13.49745833,10.50420833,8.089666667,13.32708333,7.777666667
11.21,8.558458333,13.62429167,12.80954167,16.27291667,13.291125,10.34379167,9.284416667,13.70745833,7.273958333
11.43483333,8.225875,13.23395833,12.880375,15.51358333,12.66929167,9.98925,9.069166667,13.19804167,6.933791667
11.64554167,8.530333333,13.230375,12.47816667,15.493625,12.80066667,10.55983333,9.707416667,13.45279167,6.856875
12.335,8.772625,13.91233333,12.92420833,15.94116667,13.031625,11.25666667,9.813583333,13.741125,7.540791667
12.60916667,8.972416667,14.27870833,13.08641667,15.383625,13.46845833,11.05491667,10.526,14.31295833,7.823416667
12.59295833,9.179708333,14.52579167,13.25541667,15.91791667,13.45245833,11.832875,10.450375,14.36420833,7.916
12.35691667,9.141833333,14.86566667,13.85720833,15.63070833,13.77858333,11.62670833,9.665791667,14.7865,8.26625
10.65733333,8.611291667,12.54966667,12.28708333,15.94770833,12.42341667,10.372625,8.647875,12.95870833,6.961291667
12.16070833,9.588833333,14.50325,13.34116667,15.016875,13.695625,11.94879167,8.580083333,14.09454167,7.768583333
11.4715,7.476791667,15.45445833,13.92566667,15.0015,14.32383333,11.67645833,7.57225,14.54604167,8.256791667
11.93904167,8.001958333,15.77266667,14.105,15.668125,14.84329167,12.36133333,7.800916667,15.481,7.956416667
11.80441667,8.306041667,15.01204167,13.14179167,16.12245833,14.24945833,11.05779167,7.757916667,14.224125,7.380625
12.11641667,9.258083333,14.63008333,13.90308333,16.41916667,14.17658333,11.60741667,8.716333333,14.68308333,8.412125
12.14766667,9.188875,13.93445833,13.23904167,12.30920833,13.515375,11.65895833,8.3815,14.23404167,8.374666667
11.69745833,9.165541667,13.76783333,14.1975,16.14608333,13.906625,10.76708333,7.945041667,14.083,8.023416667
12.580125,9.03325,14.62083333,13.71725,15.454,13.65320833,11.31229167,8.738041667,14.29116667,8.308375
12.00091667,8.9465,14.12204167,13.86875,16.42458333,13.82733333,11.568125,9.016041667,14.51629167,8.230708333
13.47841667,9.580291667,15.88033333,14.36175,16.27291667,14.82820833,12.34158333,9.95975,15.34458333,8.673583333
12.3075,10.320375,15.16454167,14.56683333,15.51358333,14.823125,11.99766667,9.102125,15.17475,8.352541667
12.27441667,9.975208333,15.4445,14.882375,15.493625,14.72004167,12.36691667,10.24141667,15.28025,9.286541667
12.42325,9.785666667,15.09416667,13.67670833,15.94116667,14.4355,12.06658333,10.70770833,14.919125,8.658041667
12.70995833,9.480916667,14.62958333,13.766125,15.383625,13.94533333,12.46329167,10.65820833,14.598,8.297
10.36345833,7.292,12.642,11.76725,15.91791667,12.179375,10.98004167,9.148541667,13.193625,7.232083333
9.981916667,6.480333333,12.599125,10.81408333,15.63070833,11.31541667,9.42925,8.667916667,12.25366667,6.189083333
10.82195833,7.107541667,13.818375,12.01066667,15.94770833,12.12729167,9.967791667,9.438,12.61020833,6.590291667
11.5945,8.130625,13.90108333,13.29533333,15.016875,13.39533333,11.0945,9.731708333,14.022,7.583166667
12.07058333,9.02375,14.45166667,12.55520833,15.0015,13.19666667,11.29233333,9.887708333,14.16933333,7.743333333
11.63658333,8.957458333,14.50145833,13.0595,15.668125,13.59241667,11.56229167,10.14145833,14.00095833,7.051333333
13.20054167,9.624041667,14.375125,13.75445833,16.12245833,13.65233333,11.37879167,9.760625,14.54170833,7.970083333
12.92958333,9.096125,14.65541667,13.72708333,16.41916667,13.65920833,11.87683333,9.617916667,14.541625,8.337625
12.10808333,8.64175,13.987875,13.01604167,12.30920833,13.25541667,11.279125,9.771041667,13.9815,7.638916667
10.93320833,7.631875,13.03408333,12.15541667,15.91791667,12.44845833,10.77579167,8.780916667,13.042625,6.637208333
10.36875,7.913541667,13.156125,11.87520833,15.63070833,12.71083333,10.34720833,9.46175,12.44879167,6.729625
10.75733333,6.250416667,13.51104167,11.93920833,15.94770833,11.86416667,9.930083333,9.717916667,12.22125,7.044166667
12.35404167,9.32125,14.64441667,13.75570833,15.0015,13.92025,11.89408333,9.606625,14.51970833,8.276791667
9.738916667,7.343583333,12.72116667,12.29629167,15.668125,12.83016667,10.04883333,8.063375,13.06475,6.878208333
11.318,8.18025,13.81508333,12.93541667,16.12245833,13.14566667,10.30008333,8.889375,13.46533333,7.18875
11.67622222,8.814166667,13.51520833,12.45554167,15.28545833,12.79745833,10.28154167,10.01779167,13.31266667,7.253375
14.04920833,9.155666667,14.41329167,13.02216667,15.392,13.41175,10.86091667,9.461666667,14.04920833,7.966791667
13.91408333,8.726416667,13.98341667,13.11225,15.368875,13.20645833,11.58366667,9.794375,13.91408333,7.478541667
12.94066667,7.989166667,12.873875,12.31658333,15.5565,12.635625,10.075625,9.917708333,12.94066667,6.651708333
12.23091667,7.538541667,12.99608333,12.01620833,15.99645833,11.79525,9.723791667,9.6125,12.23091667,7.015083333
14.330375,9.056833333,15.11266667,13.62516667,15.225125,13.95725,11.264875,10.57891667,14.330375,8.008625
14.00995833,9.049375,14.16958333,13.08516667,16.47620833,13.65875,11.36158333,10.30383333,14.00995833,8.000583333
13.23479167,8.424833333,13.49870833,12.697,15.826125,12.93166667,10.99725,9.908,13.23479167,7.255125
13.21145833,8.372958333,13.8345,12.69183333,16.11175,12.75320833,11.415,10.10470833,13.21145833,7.914875
13.90866667,8.204291667,13.96370833,12.62258333,15.86229167,13.275,11.83325,10.38033333,13.90866667,7.678166667
14.101625,9.006041667,14.46245833,13.04095833,16.04608333,13.133125,11.89408333,10.83241667,14.101625,8.384
14.109625,9.263291667,14.589,13.57145833,15.95529167,13.658875,12.01708333,11.11125,14.109625,7.773625
14.280375,8.877416667,15.00504167,13.513125,16.10166667,13.89979167,12.22666667,10.438375,14.280375,8.574541667
14.81258333,9.309875,15.51791667,13.52241667,15.82841667,14.67658333,12.60958333,11.27483333,14.81258333,8.385833333
15.23430435,10.13143478,15.78882609,14.156,16.05778261,14.76408696,13.34817391,12.08308696,15.23430435,8.94
